,text
2822,"they pretty much same households it's funny compare smackdown sports ratings cable ratings without context when they almost same households, need ""context"""
2823,"take away from their cushy lines their weapons funny that clip talks about trask shows pitts magic! jones throwing smith, waddle metchie!!"
2824,haircuts dead funny stuff it's nice that notice these things sure have managed notice plight this sports facility which lies within your constituency only outdoor sports facility it's kind castlemilk
2825,know what want create sports song just funny random tweet about basketball longpondfavs
2826,gabe! would spider listen sports curling? think that would funny!
2827,bill walton falls squarely under categories want from sports commentators either educate something didn know prior tuning fucking weird funny things make laugh bill walton forever
2828,"glike beldner sports show with glenn mike bring sports talk from fans perspective, long time friends, banter typicially sarcastic funny well podnation podernfamily"
2829,that good tackle newton thought koepka him? least think funny wearehilarious sports gothim steelersnation steelernation
2830,"glike beldner sports show with glenn mike bring sports talk from fans perspective, long time friends, banter typicially sarcastic funny well podnation podernfamily"
2831,they only follow sports accts this funny
2832,"dont follow most sports, that funny"
2833,think kinda funny many cars race that longer drive sports where this energy before?
2834,dude account that funny that literally waaaaaay obsessed with this weird think enough internet find some humor your life sounds pretty boring
2835,shirt tonyromo football psychic shirt everytime hear with nantz waiting told what other team going
2836,"doesn't really matter individual level, have admit it's pretty funny just many white people have random tattoos related other cultures they don't actually know it's like buying shirt with sports team you've never heard"
2837,bill walton shouldn sports commentator lowkey kinda funny hottake
2838,indulge sports like that your passion reactions funny times because pissed real
2839,shirt tonyromo football psychic shirt everytime hear with nantz waiting told what other team going
2840,what? account funny that read tweet next time bizarre miss funny account guess just have sense humor read book something social media
2841,"happy birthday class! your classmates that friendly, funny, always smiling, great sports! hope that your amazing!"
2842,clippers been biggest joke past years arguably worst team north american sports history think that funny
2843,funny
2844,"need help with live sports hulu randomly freezes during games, multiple times game happened soccer games, games, more funny never happens during commercials though have screen shots error codes"
2845,funny moment sports this must have happened golf beginners
2846,"""certain things aren't funny"" perpetual discourse, also have ""certain things aren't light conversation""? topics that aren't limits entirely they require effort cause strong feelings thus poor replacements chit chat about sports weather"
2847,"live chicago, hear about every local sports talk radio bears actually great trade when they mack funny that raiders chirping about trade when most were after happened"
2848,more channels disappearing following rate hike? lost regional sports tennis channel funny bill hasn dropped just choices know know care
2849,funny sports still going
2850,"funny much teams sucks money them didn win, even they that sports sports gamblin speak"
